C1		バックグラウンド		理論プロファイル	
2θ(°)	強度(Counts)	2θ(°)	強度(Counts)	2θ(°)	強度(Counts)
4.094	0	4.094	1.786711E-05	4.094	6.944339
4.096	16.7	4.096	1.786711E-05	4.096	6.772206
4.098	0	4.098	1.786711E-05	4.098	6.60372
4.1	16.7	4.1	1.786711E-05	4.1	6.441242
4.102	16.7	4.102	1.786711E-05	4.102	6.287011
4.104	33.3	4.104	1.786711E-05	4.104	6.143109
4.106	33.3	4.106	1.786711E-05	4.106	6.01143
4.108	0	4.108	1.786711E-05	4.108	5.893654
4.11	16.7	4.11	1.786711E-05	4.11	5.791221
4.112	16.7	4.112	1.786711E-05	4.112	5.705309
4.114	50	4.114	1.786711E-05	4.114	5.636824
4.116	66.7	4.116	1.786711E-05	4.116	5.586382
4.118	33.3	4.118	1.786711E-05	4.118	5.55431
4.12	16.7	4.12	1.786711E-05	4.12	5.540636
4.122	16.7	4.122	1.786711E-05	4.122	5.545098
4.124	0	4.124	1.786711E-05	4.124	5.567152
4.126	16.7	4.126	1.786711E-05	4.126	5.605977
4.128	0	4.128	1.786711E-05	4.128	5.660501
4.13	0	4.13	1.786711E-05	4.13	5.729412
4.132	16.7	4.132	1.786711E-05	4.132	5.811188
4.134	16.7	4.134	1.786711E-05	4.134	5.904122
4.136	16.7	4.136	1.786711E-05	4.136	6.006349
4.138	66.7	4.138	1.786711E-05	4.138	6.115879
4.14	16.7	4.14	1.786711E-05	4.14	6.230631
4.142	0	4.142	1.786711E-05	4.142	6.348467
4.144	16.7	4.144	1.786711E-05	4.144	6.467226
4.146	16.7	4.146	1.786711E-05	4.146	6.584757
4.148	16.7	4.148	1.786711E-05	4.148	6.698956
4.15	33.3	4.15	1.786711E-05	4.15	6.807799
4.152	16.7	4.152	1.786711E-05	4.152	6.90937
4.154	16.7	4.154	1.786711E-05	4.154	7.001892
4.156	0	4.156	1.786711E-05	4.156	7.083754
4.158	50	4.158	1.786711E-05	4.158	7.153536
4.16	33.3	4.16	1.786711E-05	4.16	7.210025
4.162	33.3	4.162	1.786711E-05	4.162	7.252238
4.164	0	4.164	1.786711E-05	4.164	7.279428
4.166	0	4.166	1.786711E-05	4.166	7.291098
4.168	33.3	4.168	1.786711E-05	4.168	7.287005
4.17	0	4.17	1.786711E-05	4.17	7.26716
4.172	16.7	4.172	1.786711E-05	4.172	7.231826
4.174	33.3	4.174	1.786711E-05	4.174	7.181509
4.176	16.7	4.176	1.786711E-05	4.176	7.116949
4.178	16.7	4.178	1.786711E-05	4.178	7.039104
4.18	0	4.18	1.786711E-05	4.18	6.949132
4.182	33.3	4.182	1.786711E-05	4.182	6.848374
4.184	16.7	4.184	1.786711E-05	4.184	6.738325
4.186	0	4.186	1.786711E-05	4.186	6.620612
4.188	50	4.188	1.786711E-05	4.188	6.496965
4.19	16.7	4.19	1.786711E-05	4.19	6.369191
4.192	0	4.192	1.786711E-05	4.192	6.239138
4.194	16.7	4.194	1.786711E-05	4.194	6.108672
4.196	50	4.196	1.786711E-05	4.196	5.979645
4.198	16.7	4.198	1.786711E-05	4.198	5.853864
4.2	66.7	4.2	1.786711E-05	4.2	5.733062
4.202	16.7	4.202	1.786711E-05	4.202	5.618877
4.204	16.7	4.204	1.786711E-05	4.204	5.512819
4.206	16.7	4.206	1.786711E-05	4.206	5.416255
4.208	0	4.208	1.786711E-05	4.208	5.330382
4.21	16.7	4.21	1.786711E-05	4.21	5.256218
4.212	0	4.212	1.786711E-05	4.212	5.194579
4.214	16.7	4.214	1.786711E-05	4.214	5.146074
4.216	16.7	4.216	1.786711E-05	4.216	5.111099
4.218	0	4.218	1.786711E-05	4.218	5.089827
4.22	16.7	4.22	1.786711E-05	4.22	5.082212
4.222	33.3	4.222	1.786711E-05	4.222	5.087996
4.224	0	4.224	1.786711E-05	4.224	5.106705
4.226	33.3	4.226	1.786711E-05	4.226	5.137671
4.228	33.3	4.228	1.786711E-05	4.228	5.180036
4.23	50	4.23	1.786711E-05	4.23	5.232772
4.232	0	4.232	1.786711E-05	4.232	5.2947
4.234	33.3	4.234	1.786711E-05	4.234	5.364507
4.236	33.3	4.236	1.786711E-05	4.236	5.440773
4.238	0	4.238	1.786711E-05	4.238	5.521991
4.24	33.3	4.24	1.786711E-05	4.24	5.606594
4.242	50	4.242	1.786711E-05	4.242	5.69298
4.244	16.7	4.244	1.786711E-05	4.244	5.779539
4.246	33.3	4.246	1.786711E-05	4.246	5.864676
4.248	16.7	4.248	1.786711E-05	4.248	5.946842
4.25	0	4.25	1.786711E-05	4.25	6.024549
4.252	16.7	4.252	1.786711E-05	4.252	6.096401
4.254	16.7	4.254	1.786711E-05	4.254	6.161114
4.256	33.3	4.256	1.786711E-05	4.256	6.217531
4.258	16.7	4.258	1.786711E-05	4.258	6.264642
4.26	33.3	4.26	1.786711E-05	4.26	6.301599
4.262	16.7	4.262	1.786711E-05	4.262	6.327725
4.264	0	4.264	1.786711E-05	4.264	6.342526
4.266	33.3	4.266	1.786711E-05	4.266	6.345694
4.268	16.7	4.268	1.786711E-05	4.268	6.33711
4.27	16.7	4.27	1.786711E-05	4.27	6.316845
4.272	16.7	4.272	1.786711E-05	4.272	6.285157
4.274	33.3	4.274	1.786711E-05	4.274	6.242482
4.276	0	4.276	1.786711E-05	4.276	6.189429
4.278	33.3	4.278	1.786711E-05	4.278	6.126764
4.28	33.3	4.28	1.786711E-05	4.28	6.055398
4.282	16.7	4.282	1.786711E-05	4.282	5.976371
4.284	0	4.284	1.786711E-05	4.284	5.890836
4.286	16.7	4.286	1.786711E-05	4.286	5.800032
4.288	50	4.288	1.786711E-05	4.288	5.705273
4.29	16.7	4.29	1.786711E-05	4.29	5.607918
4.292	50	4.292	1.786711E-05	4.292	5.509353
4.294	0	4.294	1.786711E-05	4.294	5.410969
4.296	33.3	4.296	1.786711E-05	4.296	5.314137
4.298	0	4.298	1.786711E-05	4.298	5.220189
4.3	33.3	4.3	1.786711E-05	4.3	5.130393
4.302	16.7	4.302	1.786711E-05	4.302	5.04594
4.304	0	4.304	1.786711E-05	4.304	4.967922
4.306	33.3	4.306	1.786711E-05	4.306	4.897315
4.308	0	4.308	1.786711E-05	4.308	4.834964
4.31	16.7	4.31	1.786711E-05	4.31	4.781578
4.312	16.7	4.312	1.786711E-05	4.312	4.73771
4.314	33.3	4.314	1.786711E-05	4.314	4.703761
4.316	33.3	4.316	1.786711E-05	4.316	4.679962
4.318	33.3	4.318	1.786711E-05	4.318	4.666388
4.32	0	4.32	1.786711E-05	4.32	4.662944
4.322	16.7	4.322	1.786711E-05	4.322	4.669378
4.324	0	4.324	1.786711E-05	4.324	4.685285
4.326	0	4.326	1.786711E-05	4.326	4.710112
4.328	33.3	4.328	1.786711E-05	4.328	4.74317
4.33	0	4.33	1.786711E-05	4.33	4.783649
4.332	33.3	4.332	1.786711E-05	4.332	4.83063
4.334	0	4.334	1.786711E-05	4.334	4.883102
4.336	16.7	4.336	1.786711E-05	4.336	4.939978
4.338	0	4.338	1.786711E-05	4.338	5.000112
4.34	0	4.34	1.786711E-05	4.34	5.062324
4.342	0	4.342	1.786711E-05	4.342	5.125412
4.344	0	4.344	1.786711E-05	4.344	5.188175
4.346	0	4.346	1.786711E-05	4.346	5.249433
4.348	33.3	4.348	1.786711E-05	4.348	5.308042
4.35	16.7	4.35	1.786711E-05	4.35	5.362917
4.352	16.7	4.352	1.786711E-05	4.352	5.413044
4.354	33.3	4.354	1.786711E-05	4.354	5.457498
4.356	0	4.356	1.786711E-05	4.356	5.495453
4.358	16.7	4.358	1.786711E-05	4.358	5.526203
4.36	0	4.36	1.786711E-05	4.36	5.549159
4.362	0	4.362	1.786711E-05	4.362	5.563869
4.364	16.7	4.364	1.786711E-05	4.364	5.570015
4.366	16.7	4.366	1.786711E-05	4.366	5.567424
4.368	0	4.368	1.786711E-05	4.368	5.556061
4.37	0	4.37	1.786711E-05	4.37	5.536034
4.372	16.7	4.372	1.786711E-05	4.372	5.507588
4.374	16.7	4.374	1.786711E-05	4.374	5.471103
4.376	0	4.376	1.786711E-05	4.376	5.42708
4.378	33.3	4.378	1.786711E-05	4.378	5.376137
4.38	33.3	4.38	1.786711E-05	4.38	5.318995
4.382	0	4.382	1.786711E-05	4.382	5.256468
4.384	16.7	4.384	1.786711E-05	4.384	5.189446
4.386	0	4.386	1.786711E-05	4.386	5.118882
4.388	0	4.388	1.786711E-05	4.388	5.045773
4.39	50	4.39	1.786711E-05	4.39	4.971148
4.392	0	4.392	1.786711E-05	4.392	4.896048
4.394	0	4.394	1.786711E-05	4.394	4.821509
4.396	50	4.396	1.786711E-05	4.396	4.748551
4.398	16.7	4.398	1.786711E-05	4.398	4.678152
4.4	50	4.4	1.786711E-05	4.4	4.61124
4.402	33.3	4.402	1.786711E-05	4.402	4.548681
4.404	0	4.404	1.786711E-05	4.404	4.491255
4.406	33.3	4.406	1.786711E-05	4.406	4.439658
4.408	33.3	4.408	1.786711E-05	4.408	4.394481
4.41	50	4.41	1.786711E-05	4.41	4.356208
4.412	0	4.412	1.786711E-05	4.412	4.325207
4.414	16.7	4.414	1.786711E-05	4.414	4.301726
4.416	33.3	4.416	1.786711E-05	4.416	4.285891
4.418	0	4.418	1.786711E-05	4.418	4.277702
4.42	0	4.42	1.786711E-05	4.42	4.277041
4.422	16.7	4.422	1.786711E-05	4.422	4.283669
4.424	33.3	4.424	1.786711E-05	4.424	4.297235
4.426	16.7	4.426	1.786711E-05	4.426	4.317279
4.428	0	4.428	1.786711E-05	4.428	4.343245
4.43	0	4.43	1.786711E-05	4.43	4.37449
4.432	0	4.432	1.786711E-05	4.432	4.410292
4.434	16.7	4.434	1.786711E-05	4.434	4.449865
4.436	50	4.436	1.786711E-05	4.436	4.492374
4.438	16.7	4.438	1.786711E-05	4.438	4.536945
4.44	0	4.44	1.786711E-05	4.44	4.582682
4.442	0	4.442	1.786711E-05	4.442	4.628681
4.444	0	4.444	1.786711E-05	4.444	4.674045
4.446	16.7	4.446	1.786711E-05	4.446	4.717897
4.448	16.7	4.448	1.786711E-05	4.448	4.759395
4.45	16.7	4.45	1.786711E-05	4.45	4.797743
4.452	0	4.452	1.786711E-05	4.452	4.832208
4.454	50	4.454	1.786711E-05	4.454	4.862126
4.456	0	4.456	1.786711E-05	4.456	4.886913
4.458	33.3	4.458	1.786711E-05	4.458	4.906075
4.46	16.7	4.46	1.786711E-05	4.46	4.919216
4.462	0	4.462	1.786711E-05	4.462	4.926038
4.464	0	4.464	1.786711E-05	4.464	4.926349
4.466	33.3	4.466	1.786711E-05	4.466	4.920066
4.468	0	4.468	1.786711E-05	4.468	4.907209
4.47	0	4.47	1.786711E-05	4.47	4.887908
4.472	33.3	4.472	1.786711E-05	4.472	4.862391
4.474	0	4.474	1.786711E-05	4.474	4.830986
4.476	33.3	4.476	1.786711E-05	4.476	4.794111
4.478	16.7	4.478	1.786711E-05	4.478	4.752269
4.48	50	4.48	1.786711E-05	4.48	4.706035
4.482	0	4.482	1.786711E-05	4.482	4.656049
4.484	16.7	4.484	1.786711E-05	4.484	4.603005
4.486	33.3	4.486	1.786711E-05	4.486	4.54764
4.488	16.7	4.488	1.786711E-05	4.488	4.490717
4.49	33.3	4.49	1.786711E-05	4.49	4.433018
4.492	16.7	4.492	1.786711E-05	4.492	4.375329
4.494	33.3	4.494	1.786711E-05	4.494	4.318429
4.496	16.7	4.496	1.786711E-05	4.496	4.263072
4.498	0	4.498	1.786711E-05	4.498	4.209982
4.5	16.7	4.5	1.786711E-05	4.5	4.15984
4.502	66.7	4.502	1.786711E-05	4.502	4.113271
4.504	16.7	4.504	1.786711E-05	4.504	4.070837
4.506	0	4.506	1.786711E-05	4.506	4.033027
4.508	16.7	4.508	1.786711E-05	4.508	4.000252
4.51	50	4.51	1.786711E-05	4.51	3.972838
4.512	0	4.512	1.786711E-05	4.512	3.95102
4.514	16.7	4.514	1.786711E-05	4.514	3.934945
4.516	0	4.516	1.786711E-05	4.516	3.924662
4.518	50	4.518	1.786711E-05	4.518	3.920131
4.52	0	4.52	1.786711E-05	4.52	3.921219
4.522	16.7	4.522	1.786711E-05	4.522	3.927705
4.524	16.7	4.524	1.786711E-05	4.524	3.939283
4.526	16.7	4.526	1.786711E-05	4.526	3.955572
4.528	33.3	4.528	1.786711E-05	4.528	3.976117
4.53	0	4.53	1.786711E-05	4.53	4.000402
4.532	0	4.532	1.786711E-05	4.532	4.027857
4.534	0	4.534	1.786711E-05	4.534	4.057867
4.536	16.7	4.536	1.786711E-05	4.536	4.089783
4.538	0	4.538	1.786711E-05	4.538	4.122934
4.54	33.3	4.54	1.786711E-05	4.54	4.156637
4.542	16.7	4.542	1.786711E-05	4.542	4.190206
4.544	16.7	4.544	1.786711E-05	4.544	4.222967
4.546	0	4.546	1.786711E-05	4.546	4.254265
4.548	0	4.548	1.786711E-05	4.548	4.283478
4.55	33.3	4.55	1.786711E-05	4.55	4.310023
4.552	16.7	4.552	1.786711E-05	4.552	4.333367
4.554	16.7	4.554	1.786711E-05	4.554	4.353034
4.556	0	4.556	1.786711E-05	4.556	4.368612
4.558	33.3	4.558	1.786711E-05	4.558	4.379761
4.56	16.7	4.56	1.786711E-05	4.56	4.386215
4.562	0	4.562	1.786711E-05	4.562	4.387787
4.564	16.7	4.564	1.786711E-05	4.564	4.38437
4.566	0	4.566	1.786711E-05	4.566	4.375939
4.568	0	4.568	1.786711E-05	4.568	4.36255
4.57	16.7	4.57	1.786711E-05	4.57	4.344338
4.572	66.7	4.572	1.786711E-05	4.572	4.321514
4.574	16.7	4.574	1.786711E-05	4.574	4.294362
4.576	16.7	4.576	1.786711E-05	4.576	4.263231
4.578	16.7	4.578	1.786711E-05	4.578	4.228533
4.58	16.7	4.58	1.786711E-05	4.58	4.190731
4.582	16.7	4.582	1.786711E-05	4.582	4.150333
4.584	16.7	4.584	1.786711E-05	4.584	4.107886
4.586	0	4.586	1.786711E-05	4.586	4.063962
4.588	33.3	4.588	1.786711E-05	4.588	4.019152
4.59	16.7	4.59	1.786711E-05	4.59	3.974055
4.592	0	4.592	1.786711E-05	4.592	3.929268
4.594	0	4.594	1.786711E-05	4.594	3.885379
4.596	0	4.596	1.786711E-05	4.596	3.842952
4.598	0	4.598	1.786711E-05	4.598	3.802526
4.6	16.7	4.6	1.786711E-05	4.6	3.764601
4.602	33.3	4.602	1.786711E-05	4.602	3.729631
4.604	0	4.604	1.786711E-05	4.604	3.698019
4.606	16.7	4.606	1.786711E-05	4.606	3.67011
4.608	33.3	4.608	1.786711E-05	4.608	3.646186
4.61	0	4.61	1.786711E-05	4.61	3.626465
4.612	33.3	4.612	1.786711E-05	4.612	3.61109
4.614	33.3	4.614	1.786711E-05	4.614	3.60014
4.616	50	4.616	1.786711E-05	4.616	3.593617
4.618	0	4.618	1.786711E-05	4.618	3.591456
4.62	16.7	4.62	1.786711E-05	4.62	3.59352
4.622	0	4.622	1.786711E-05	4.622	3.599609
4.624	16.7	4.624	1.786711E-05	4.624	3.609458
4.626	0	4.626	1.786711E-05	4.626	3.622747
4.628	0	4.628	1.786711E-05	4.628	3.639103
4.63	16.7	4.63	1.786711E-05	4.63	3.65811
4.632	0	4.632	1.786711E-05	4.632	3.679311
4.634	0	4.634	1.786711E-05	4.634	3.702222
4.636	33.3	4.636	1.786711E-05	4.636	3.726334
4.638	16.7	4.638	1.786711E-05	4.638	3.751128
4.64	0	4.64	1.786711E-05	4.64	3.776076
4.642	0	4.642	1.786711E-05	4.642	3.800656
4.644	16.7	4.644	1.786711E-05	4.644	3.824356
4.646	16.7	4.646	1.786711E-05	4.646	3.846684
4.648	16.7	4.648	1.786711E-05	4.648	3.867177
4.65	50	4.65	1.786711E-05	4.65	3.885403
4.652	33.3	4.652	1.786711E-05	4.652	3.900974
4.654	50	4.654	1.786711E-05	4.654	3.913549
4.656	33.3	4.656	1.786711E-05	4.656	3.922837
4.658	33.3	4.658	1.786711E-05	4.658	3.928605
4.66	16.7	4.66	1.786711E-05	4.66	3.930677
4.662	16.7	4.662	1.786711E-05	4.662	3.92894
4.664	0	4.664	1.786711E-05	4.664	3.923343
4.666	16.7	4.666	1.786711E-05	4.666	3.913898
4.668	0	4.668	1.786711E-05	4.668	3.900677
4.67	16.7	4.67	1.786711E-05	4.67	3.883816
4.672	16.7	4.672	1.786711E-05	4.672	3.863504
4.674	0	4.674	1.786711E-05	4.674	3.839987
4.676	0	4.676	1.786711E-05	4.676	3.813558
4.678	16.7	4.678	1.786711E-05	4.678	3.784555
4.68	0	4.68	1.786711E-05	4.68	3.753355
4.682	0	4.682	1.786711E-05	4.682	3.720365
4.684	33.3	4.684	1.786711E-05	4.684	3.686018
4.686	16.7	4.686	1.786711E-05	4.686	3.650764
4.688	16.7	4.688	1.786711E-05	4.688	3.615063
4.69	16.7	4.69	1.786711E-05	4.69	3.57938
4.692	0	4.692	1.786711E-05	4.692	3.544173
4.694	16.7	4.694	1.786711E-05	4.694	3.509888
4.696	0	4.696	1.786711E-05	4.696	3.476954
4.698	0	4.698	1.786711E-05	4.698	3.445773
4.7	33.3	4.7	1.786711E-05	4.7	3.416715
4.702	16.7	4.702	1.786711E-05	4.702	3.390113
4.704	33.3	4.704	1.786711E-05	4.704	3.366258
4.706	0	4.706	1.786711E-05	4.706	3.345393
4.708	0	4.708	1.786711E-05	4.708	3.327712
4.71	33.3	4.71	1.786711E-05	4.71	3.313357
4.712	16.7	4.712	1.786711E-05	4.712	3.302413
4.714	16.7	4.714	1.786711E-05	4.714	3.294913
4.716	0	4.716	1.786711E-05	4.716	3.290833
4.718	16.7	4.718	1.786711E-05	4.718	3.290093
4.72	0	4.72	1.786711E-05	4.72	3.292565
4.722	16.7	4.722	1.786711E-05	4.722	3.298067
4.724	50	4.724	1.786711E-05	4.724	3.306372
4.726	16.7	4.726	1.786711E-05	4.726	3.317211
4.728	16.7	4.728	1.786711E-05	4.728	3.330277
4.73	16.7	4.73	1.786711E-05	4.73	3.34523
4.732	0	4.732	1.786711E-05	4.732	3.361704
4.734	16.7	4.734	1.786711E-05	4.734	3.379313
4.736	0	4.736	1.786711E-05	4.736	3.397655
4.738	33.3	4.738	1.786711E-05	4.738	3.416322
4.74	33.3	4.74	1.786711E-05	4.74	3.434905
4.742	16.7	4.742	1.786711E-05	4.742	3.453001
4.744	33.3	4.744	1.786711E-05	4.744	3.470217
4.746	16.7	4.746	1.786711E-05	4.746	3.48618
4.748	16.7	4.748	1.786711E-05	4.748	3.50054
4.75	33.3	4.75	1.786711E-05	4.75	3.512978
4.752	0	4.752	1.786711E-05	4.752	3.523207
4.754	16.7	4.754	1.786711E-05	4.754	3.53098
4.756	33.3	4.756	1.786711E-05	4.756	3.53609
4.758	33.3	4.758	1.786711E-05	4.758	3.538378
4.76	33.3	4.76	1.786711E-05	4.76	3.537729
4.762	16.7	4.762	1.786711E-05	4.762	3.534078
4.764	0	4.764	1.786711E-05	4.764	3.527408
4.766	0	4.766	1.786711E-05	4.766	3.517753
4.768	0	4.768	1.786711E-05	4.768	3.505191
4.77	33.3	4.77	1.786711E-05	4.77	3.48985
4.772	0	4.772	1.786711E-05	4.772	3.471898
4.774	0	4.774	1.786711E-05	4.774	3.451545
4.776	33.3	4.776	1.786711E-05	4.776	3.42904
4.778	0	4.778	1.786711E-05	4.778	3.40466
4.78	0	4.78	1.786711E-05	4.78	3.378712
4.782	33.3	4.782	1.786711E-05	4.782	3.351526
4.784	0	4.784	1.786711E-05	4.784	3.323447
4.786	0	4.786	1.786711E-05	4.786	3.294833
4.788	0	4.788	1.786711E-05	4.788	3.266046
4.79	0	4.79	1.786711E-05	4.79	3.237449
4.792	16.7	4.792	1.786711E-05	4.792	3.209397
4.794	33.3	4.794	1.786711E-05	4.794	3.182236
4.796	0	4.796	1.786711E-05	4.796	3.156291
4.798	0	4.798	1.786711E-05	4.798	3.131867
4.8	0	4.8	1.786711E-05	4.8	3.109243
4.802	16.7	4.802	1.786711E-05	4.802	3.088664
4.804	0	4.804	1.786711E-05	4.804	3.070341
4.806	0	4.806	1.786711E-05	4.806	3.05445
4.808	0	4.808	1.786711E-05	4.808	3.041123
4.81	0	4.81	1.786711E-05	4.81	3.030452
4.812	33.3	4.812	1.786711E-05	4.812	3.022486
4.814	16.7	4.814	1.786711E-05	4.814	3.017228
4.816	16.7	4.816	1.786711E-05	4.816	3.014642
4.818	16.7	4.818	1.786711E-05	4.818	3.014646
4.82	16.7	4.82	1.786711E-05	4.82	3.017119
4.822	16.7	4.822	1.786711E-05	4.822	3.021904
4.824	16.7	4.824	1.786711E-05	4.824	3.028805
4.826	0	4.826	1.786711E-05	4.826	3.037597
4.828	0	4.828	1.786711E-05	4.828	3.048026
4.83	33.3	4.83	1.786711E-05	4.83	3.059814
4.832	16.7	4.832	1.786711E-05	4.832	3.072665
4.834	16.7	4.834	1.786711E-05	4.834	3.086269
4.836	16.7	4.836	1.786711E-05	4.836	3.100306
4.838	66.7	4.838	1.786711E-05	4.838	3.114454
4.84	0	4.84	1.786711E-05	4.84	3.12839
4.842	0	4.842	1.786711E-05	4.842	3.1418
4.844	0	4.844	1.786711E-05	4.844	3.154381
4.846	16.7	4.846	1.786711E-05	4.846	3.165844
4.848	33.3	4.848	1.786711E-05	4.848	3.175924
4.85	0	4.85	1.786711E-05	4.85	3.184378
4.852	16.7	4.852	1.786711E-05	4.852	3.190994
4.854	16.7	4.854	1.786711E-05	4.854	3.19559
4.856	0	4.856	1.786711E-05	4.856	3.198018
4.858	0	4.858	1.786711E-05	4.858	3.198166
4.86	16.7	4.86	1.786711E-05	4.86	3.195962
4.862	50	4.862	1.786711E-05	4.862	3.191369
4.864	0	4.864	1.786711E-05	4.864	3.184391
4.866	0	4.866	1.786711E-05	4.866	3.17507
4.868	16.7	4.868	1.786711E-05	4.868	3.163484
4.87	16.7	4.87	1.786711E-05	4.87	3.149749
4.872	0	4.872	1.786711E-05	4.872	3.134012
4.874	16.7	4.874	1.786711E-05	4.874	3.116452
4.876	16.7	4.876	1.786711E-05	4.876	3.097275
4.878	0	4.878	1.786711E-05	4.878	3.076713
4.88	16.7	4.88	1.786711E-05	4.88	3.055016
4.882	0	4.882	1.786711E-05	4.882	3.032452
4.884	16.7	4.884	1.786711E-05	4.884	3.009298
4.886	0	4.886	1.786711E-05	4.886	2.985842
4.888	33.3	4.888	1.786711E-05	4.888	2.96237
4.89	33.3	4.89	1.786711E-05	4.89	2.939169
4.892	0	4.892	1.786711E-05	4.892	2.916518
4.894	33.3	4.894	1.786711E-05	4.894	2.894686
4.896	16.7	4.896	1.786711E-05	4.896	2.873925
4.898	16.7	4.898	1.786711E-05	4.898	2.85447
4.9	33.3	4.9	1.786711E-05	4.9	2.836531
4.902	0	4.902	1.786711E-05	4.902	2.820295
4.904	16.7	4.904	1.786711E-05	4.904	2.805916
4.906	33.3	4.906	1.786711E-05	4.906	2.793522
4.908	0	4.908	1.786711E-05	4.908	2.783206
4.91	16.7	4.91	1.786711E-05	4.91	2.775027
4.912	0	4.912	1.786711E-05	4.912	2.76901
4.914	16.7	4.914	1.786711E-05	4.914	2.765146
4.916	16.7	4.916	1.786711E-05	4.916	2.763391
4.918	0	4.918	1.786711E-05	4.918	2.763669
4.92	33.3	4.92	1.786711E-05	4.92	2.765873
4.922	33.3	4.922	1.786711E-05	4.922	2.769864
4.924	0	4.924	1.786711E-05	4.924	2.775479
4.926	0	4.926	1.786711E-05	4.926	2.782528
4.928	0	4.928	1.786711E-05	4.928	2.790801
4.93	50	4.93	1.786711E-05	4.93	2.800072
4.932	16.7	4.932	1.786711E-05	4.932	2.8101
4.934	16.7	4.934	1.786711E-05	4.934	2.820634
4.936	33.3	4.936	1.786711E-05	4.936	2.831418
4.938	33.3	4.938	1.786711E-05	4.938	2.842194
4.94	0	4.94	1.786711E-05	4.94	2.852707
4.942	0	4.942	1.786711E-05	4.942	2.862708
4.944	16.7	4.944	1.786711E-05	4.944	2.871961
4.946	16.7	4.946	1.786711E-05	4.946	2.880239
4.948	16.7	4.948	1.786711E-05	4.948	2.887339
4.95	50	4.95	1.786711E-05	4.95	2.893074
4.952	16.7	4.952	1.786711E-05	4.952	2.897283
4.954	0	4.954	1.786711E-05	4.954	2.899829
4.956	33.3	4.956	1.786711E-05	4.956	2.900605
4.958	16.7	4.958	1.786711E-05	4.958	2.899532
4.96	16.7	4.96	1.786711E-05	4.96	2.896562
4.962	50	4.962	1.786711E-05	4.962	2.891676
4.964	33.3	4.964	1.786711E-05	4.964	2.884889
4.966	0	4.966	1.786711E-05	4.966	2.876243
4.968	16.7	4.968	1.786711E-05	4.968	2.865812
4.97	33.3	4.97	1.786711E-05	4.97	2.853696
4.972	16.7	4.972	1.786711E-05	4.972	2.840022
4.974	0	4.974	1.786711E-05	4.974	2.824941
4.976	0	4.976	1.786711E-05	4.976	2.808625
4.978	16.7	4.978	1.786711E-05	4.978	2.791264
4.98	16.7	4.98	1.786711E-05	4.98	2.773064
4.982	0	4.982	1.786711E-05	4.982	2.754242
4.984	16.7	4.984	1.786711E-05	4.984	2.735024
4.986	0	4.986	1.786711E-05	4.986	2.715639
4.988	16.7	4.988	1.786711E-05	4.988	2.696317
4.99	0	4.99	1.786711E-05	4.99	2.677288
4.992	0	4.992	1.786711E-05	4.992	2.658772
4.994	66.7	4.994	1.786711E-05	4.994	2.640981
4.996	33.3	4.996	1.786711E-05	4.996	2.624114
4.998	16.7	4.998	1.786711E-05	4.998	2.608351
5	0	5	1.786711E-05	5	2.593858
5.002	50	5.002	1.786711E-05	5.002	2.580775
5.004	50	5.004	1.786711E-05	5.004	2.569221
5.006	16.7	5.006	1.786711E-05	5.006	2.55929
5.008	16.7	5.008	1.786711E-05	5.008	2.551047
5.01	0	5.01	1.786711E-05	5.01	2.544533
5.012	16.7	5.012	1.786711E-05	5.012	2.539761
5.014	0	5.014	1.786711E-05	5.014	2.536713
5.016	16.7	5.016	1.786711E-05	5.016	2.535348
5.018	0	5.018	1.786711E-05	5.018	2.535596
5.02	33.3	5.02	1.786711E-05	5.02	2.537365
5.022	16.7	5.022	1.786711E-05	5.022	2.540538
5.024	50	5.024	1.786711E-05	5.024	2.544976
5.026	0	5.026	1.786711E-05	5.026	2.550523
5.028	0	5.028	1.786711E-05	5.028	2.557006
5.03	16.7	5.03	1.786711E-05	5.03	2.56424
5.032	16.7	5.032	1.786711E-05	5.032	2.572028
5.034	0	5.034	1.786711E-05	5.034	2.580167
5.036	16.7	5.036	1.786711E-05	5.036	2.588452
5.038	16.7	5.038	1.786711E-05	5.038	2.596674
5.04	16.7	5.04	1.786711E-05	5.04	2.60463
5.042	0	5.042	1.786711E-05	5.042	2.612123
5.044	16.7	5.044	1.786711E-05	5.044	2.618962
5.046	33.3	5.046	1.786711E-05	5.046	2.624973
5.048	16.7	5.048	1.786711E-05	5.048	2.629992
5.05	0	5.05	1.786711E-05	5.05	2.633875
5.052	16.7	5.052	1.786711E-05	5.052	2.636498
5.054	16.7	5.054	1.786711E-05	5.054	2.637757
5.056	33.3	5.056	1.786711E-05	5.056	2.63757
5.058	16.7	5.058	1.786711E-05	5.058	2.63588
5.06	16.7	5.06	1.786711E-05	5.06	2.632654
5.062	16.7	5.062	1.786711E-05	5.062	2.627884
5.064	0	5.064	1.786711E-05	5.064	2.621586
5.066	0	5.066	1.786711E-05	5.066	2.613801
5.068	33.3	5.068	1.786711E-05	5.068	2.604593
5.07	16.7	5.07	1.786711E-05	5.07	2.594048
5.072	16.7	5.072	1.786711E-05	5.072	2.582274
5.074	16.7	5.074	1.786711E-05	5.074	2.569395
5.076	0	5.076	1.786711E-05	5.076	2.555555
5.078	0	5.078	1.786711E-05	5.078	2.540908
5.08	0	5.08	1.786711E-05	5.08	2.525624
