C1		バックグラウンド		理論プロファイル	
2θ(°)	強度(Counts)	2θ(°)	強度(Counts)	2θ(°)	強度(Counts)
2.124	66.7	2.124	1.786711E-05	2.124	211.5486
2.126	50	2.126	1.786711E-05	2.126	201.7677
2.128	16.7	2.128	1.786711E-05	2.128	191.7399
2.13	100	2.13	1.786711E-05	2.13	181.6407
2.132	116.7	2.132	1.786711E-05	2.132	171.6464
2.134	133.4	2.134	1.786711E-05	2.134	161.9305
2.136	116.7	2.136	1.786711E-05	2.136	152.661
2.138	83.3	2.138	1.786711E-05	2.138	143.9976
2.14	83.3	2.14	1.786711E-05	2.14	136.0882
2.142	33.3	2.142	1.786711E-05	2.142	129.0671
2.144	100	2.144	1.786711E-05	2.144	123.0519
2.146	66.7	2.146	1.786711E-05	2.146	118.142
2.148	83.3	2.148	1.786711E-05	2.148	114.4169
2.15	150	2.15	1.786711E-05	2.15	111.9345
2.152	100	2.152	1.786711E-05	2.152	110.7303
2.154	50	2.154	1.786711E-05	2.154	110.8172
2.156	133.4	2.156	1.786711E-05	2.156	112.1847
2.158	116.7	2.158	1.786711E-05	2.158	114.7999
2.16	150	2.16	1.786711E-05	2.16	118.6077
2.162	33.3	2.162	1.786711E-05	2.162	123.5318
2.164	116.7	2.164	1.786711E-05	2.164	129.4767
2.166	50	2.166	1.786711E-05	2.166	136.3289
2.168	50	2.168	1.786711E-05	2.168	143.9592
2.17	83.3	2.17	1.786711E-05	2.17	152.2253
2.172	83.3	2.172	1.786711E-05	2.172	160.9737
2.174	83.3	2.174	1.786711E-05	2.174	170.0433
2.176	16.7	2.176	1.786711E-05	2.176	179.2679
2.178	16.7	2.178	1.786711E-05	2.178	188.4788
2.18	50	2.18	1.786711E-05	2.18	197.5084
2.182	33.3	2.182	1.786711E-05	2.182	206.193
2.184	16.7	2.184	1.786711E-05	2.184	214.3755
2.186	33.3	2.186	1.786711E-05	2.186	221.9081
2.188	66.7	2.188	1.786711E-05	2.188	228.6552
2.19	33.3	2.19	1.786711E-05	2.19	234.4954
2.192	66.7	2.192	1.786711E-05	2.192	239.3239
2.194	83.3	2.194	1.786711E-05	2.194	243.054
2.196	0	2.196	1.786711E-05	2.196	245.6186
2.198	66.7	2.198	1.786711E-05	2.198	246.9716
2.2	66.7	2.2	1.786711E-05	2.2	247.0881
2.202	50	2.202	1.786711E-05	2.202	245.9652
2.204	50	2.204	1.786711E-05	2.204	243.6217
2.206	50	2.206	1.786711E-05	2.206	240.0979
2.208	16.7	2.208	1.786711E-05	2.208	235.4543
2.21	66.7	2.21	1.786711E-05	2.21	229.7712
2.212	66.7	2.212	1.786711E-05	2.212	223.1466
2.214	50	2.214	1.786711E-05	2.214	215.6946
2.216	33.3	2.216	1.786711E-05	2.216	207.5434
2.218	66.7	2.218	1.786711E-05	2.218	198.8328
2.22	16.7	2.22	1.786711E-05	2.22	189.712
2.222	33.3	2.222	1.786711E-05	2.222	180.3364
2.224	116.7	2.224	1.786711E-05	2.224	170.8657
2.226	33.3	2.226	1.786711E-05	2.226	161.4601
2.228	50	2.228	1.786711E-05	2.228	152.2782
2.23	100	2.23	1.786711E-05	2.23	143.4741
2.232	83.3	2.232	1.786711E-05	2.232	135.1944
2.234	66.7	2.234	1.786711E-05	2.234	127.576
2.236	66.7	2.236	1.786711E-05	2.236	120.7438
2.238	100	2.238	1.786711E-05	2.238	114.808
2.24	116.7	2.24	1.786711E-05	2.24	109.8631
2.242	66.7	2.242	1.786711E-05	2.242	105.9858
2.244	66.7	2.244	1.786711E-05	2.244	103.2335
2.246	83.3	2.246	1.786711E-05	2.246	101.6442
2.248	50	2.248	1.786711E-05	2.248	101.2351
2.25	33.3	2.25	1.786711E-05	2.25	102.0028
2.252	66.7	2.252	1.786711E-05	2.252	103.9235
2.254	50	2.254	1.786711E-05	2.254	106.9533
2.256	66.7	2.256	1.786711E-05	2.256	111.0294
2.258	50	2.258	1.786711E-05	2.258	116.0707
2.26	66.7	2.26	1.786711E-05	2.26	121.9798
2.262	50	2.262	1.786711E-05	2.262	128.6449
2.264	66.7	2.264	1.786711E-05	2.264	135.9411
2.266	50	2.266	1.786711E-05	2.266	143.7334
2.268	16.7	2.268	1.786711E-05	2.268	151.8786
2.27	16.7	2.27	1.786711E-05	2.27	160.228
2.272	50	2.272	1.786711E-05	2.272	168.6303
2.274	33.3	2.274	1.786711E-05	2.274	176.9335
2.276	33.3	2.276	1.786711E-05	2.276	184.9883
2.278	50	2.278	1.786711E-05	2.278	192.6503
2.28	33.3	2.28	1.786711E-05	2.28	199.7825
2.282	50	2.282	1.786711E-05	2.282	206.2578
2.284	0	2.284	1.786711E-05	2.284	211.961
2.286	33.3	2.286	1.786711E-05	2.286	216.7906
2.288	16.7	2.288	1.786711E-05	2.288	220.661
2.29	50	2.29	1.786711E-05	2.29	223.5034
2.292	16.7	2.292	1.786711E-05	2.292	225.267
2.294	50	2.294	1.786711E-05	2.294	225.9199
2.296	33.3	2.296	1.786711E-05	2.296	225.4498
2.298	33.3	2.298	1.786711E-05	2.298	223.8635
2.3	66.7	2.3	1.786711E-05	2.3	221.1871
2.302	66.7	2.302	1.786711E-05	2.302	217.4655
2.304	0	2.304	1.786711E-05	2.304	212.7613
2.306	16.7	2.306	1.786711E-05	2.306	207.1538
2.308	66.7	2.308	1.786711E-05	2.308	200.7374
2.31	16.7	2.31	1.786711E-05	2.31	193.6201
2.312	100	2.312	1.786711E-05	2.312	185.9213
2.314	33.3	2.314	1.786711E-05	2.314	177.77
2.316	133.4	2.316	1.786711E-05	2.316	169.3021
2.318	100	2.318	1.786711E-05	2.318	160.6586
2.32	50	2.32	1.786711E-05	2.32	151.9825
2.322	66.7	2.322	1.786711E-05	2.322	143.4168
2.324	50	2.324	1.786711E-05	2.324	135.102
2.326	50	2.326	1.786711E-05	2.326	127.1734
2.328	50	2.328	1.786711E-05	2.328	119.759
2.33	33.3	2.33	1.786711E-05	2.33	112.9774
2.332	66.7	2.332	1.786711E-05	2.332	106.9357
2.334	66.7	2.334	1.786711E-05	2.334	101.7277
2.336	116.7	2.336	1.786711E-05	2.336	97.43256
2.338	50	2.338	1.786711E-05	2.338	94.11314
2.34	66.7	2.34	1.786711E-05	2.34	91.81538
2.342	66.7	2.342	1.786711E-05	2.342	90.56741
2.344	66.7	2.344	1.786711E-05	2.344	90.37924
2.346	16.7	2.346	1.786711E-05	2.346	91.24262
2.348	83.3	2.348	1.786711E-05	2.348	93.13133
2.35	16.7	2.35	1.786711E-05	2.35	96.00171
2.352	83.3	2.352	1.786711E-05	2.352	99.79348
2.354	33.3	2.354	1.786711E-05	2.354	104.4309
2.356	66.7	2.356	1.786711E-05	2.356	109.8242
2.358	33.3	2.358	1.786711E-05	2.358	115.871
2.36	33.3	2.36	1.786711E-05	2.36	122.4585
2.362	16.7	2.362	1.786711E-05	2.362	129.4648
2.364	33.3	2.364	1.786711E-05	2.364	136.762
2.366	50	2.366	1.786711E-05	2.366	144.2175
2.368	0	2.368	1.786711E-05	2.368	151.6968
2.37	16.7	2.37	1.786711E-05	2.37	159.0659
2.372	50	2.372	1.786711E-05	2.372	166.1929
2.374	0	2.374	1.786711E-05	2.374	172.9513
2.376	0	2.376	1.786711E-05	2.376	179.2211
2.378	0	2.378	1.786711E-05	2.378	184.8915
2.38	0	2.38	1.786711E-05	2.38	189.8624
2.382	66.7	2.382	1.786711E-05	2.382	194.0463
2.384	16.7	2.384	1.786711E-05	2.384	197.3693
2.386	50	2.386	1.786711E-05	2.386	199.773
2.388	83.3	2.388	1.786711E-05	2.388	201.2144
2.39	50	2.39	1.786711E-05	2.39	201.6677
2.392	116.7	2.392	1.786711E-05	2.392	201.1236
2.394	33.3	2.394	1.786711E-05	2.394	199.5901
2.396	33.3	2.396	1.786711E-05	2.396	197.0918
2.398	50	2.398	1.786711E-05	2.398	193.6698
2.4	66.7	2.4	1.786711E-05	2.4	189.3804
2.402	66.7	2.402	1.786711E-05	2.402	184.2946
2.404	66.7	2.404	1.786711E-05	2.404	178.4964
2.406	33.3	2.406	1.786711E-05	2.406	172.0814
2.408	16.7	2.408	1.786711E-05	2.408	165.1553
2.41	16.7	2.41	1.786711E-05	2.41	157.8317
2.412	83.3	2.412	1.786711E-05	2.412	150.2305
2.414	116.7	2.414	1.786711E-05	2.414	142.4755
2.416	66.7	2.416	1.786711E-05	2.416	134.6925
2.418	50	2.418	1.786711E-05	2.418	127.0072
2.42	83.3	2.42	1.786711E-05	2.42	119.5425
2.422	50	2.422	1.786711E-05	2.422	112.4175
2.424	16.7	2.424	1.786711E-05	2.424	105.7442
2.426	33.3	2.426	1.786711E-05	2.426	99.6269
2.428	16.7	2.428	1.786711E-05	2.428	94.15948
2.43	16.7	2.43	1.786711E-05	2.43	89.42445
2.432	100	2.432	1.786711E-05	2.432	85.49146
2.434	66.7	2.434	1.786711E-05	2.434	82.41609
2.436	33.3	2.436	1.786711E-05	2.436	80.23918
2.438	16.7	2.438	1.786711E-05	2.438	78.98608
2.44	50	2.44	1.786711E-05	2.44	78.66637
2.442	33.3	2.442	1.786711E-05	2.442	79.2738
2.444	0	2.444	1.786711E-05	2.444	80.78645
2.446	33.3	2.446	1.786711E-05	2.446	83.16726
2.448	16.7	2.448	1.786711E-05	2.448	86.36468
2.45	16.7	2.45	1.786711E-05	2.45	90.31367
2.452	50	2.452	1.786711E-05	2.452	94.93688
2.454	50	2.454	1.786711E-05	2.454	100.146
2.456	16.7	2.456	1.786711E-05	2.456	105.8434
2.458	66.7	2.458	1.786711E-05	2.458	111.9237
2.46	0	2.46	1.786711E-05	2.46	118.2758
2.462	0	2.462	1.786711E-05	2.462	124.7844
2.464	50	2.464	1.786711E-05	2.464	131.3326
2.466	16.7	2.466	1.786711E-05	2.466	137.8033
2.468	0	2.468	1.786711E-05	2.468	144.0815
2.47	16.7	2.47	1.786711E-05	2.47	150.0559
2.472	16.7	2.472	1.786711E-05	2.472	155.6214
2.474	0	2.474	1.786711E-05	2.474	160.68
2.476	33.3	2.476	1.786711E-05	2.476	165.1431
2.478	16.7	2.478	1.786711E-05	2.478	168.9325
2.48	33.3	2.48	1.786711E-05	2.48	171.982
2.482	16.7	2.482	1.786711E-05	2.482	174.238
2.484	100	2.484	1.786711E-05	2.484	175.6608
2.486	16.7	2.486	1.786711E-05	2.486	176.2248
2.488	0	2.488	1.786711E-05	2.488	175.9191
2.49	100	2.49	1.786711E-05	2.49	174.7475
2.492	83.3	2.492	1.786711E-05	2.492	172.7283
2.494	16.7	2.494	1.786711E-05	2.494	169.894
2.496	83.3	2.496	1.786711E-05	2.496	166.2905
2.498	16.7	2.498	1.786711E-05	2.498	161.9763
2.5	33.3	2.5	1.786711E-05	2.5	157.0218
2.502	33.3	2.502	1.786711E-05	2.502	151.5074
2.504	66.7	2.504	1.786711E-05	2.504	145.5225
2.506	0	2.506	1.786711E-05	2.506	139.1639
2.508	100	2.508	1.786711E-05	2.508	132.5341
2.51	33.3	2.51	1.786711E-05	2.51	125.7394
2.512	0	2.512	1.786711E-05	2.512	118.8884
2.514	33.3	2.514	1.786711E-05	2.514	112.0898
2.516	33.3	2.516	1.786711E-05	2.516	105.4509
2.518	50	2.518	1.786711E-05	2.518	99.0755
2.52	83.3	2.52	1.786711E-05	2.52	93.06246
2.522	16.7	2.522	1.786711E-05	2.522	87.50394
2.524	66.7	2.524	1.786711E-05	2.524	82.48391
2.526	83.3	2.526	1.786711E-05	2.526	78.07677
2.528	16.7	2.528	1.786711E-05	2.528	74.34624
2.53	50	2.53	1.786711E-05	2.53	71.34428
2.532	0	2.532	1.786711E-05	2.532	69.11037
2.534	33.3	2.534	1.786711E-05	2.534	67.67085
2.536	16.7	2.536	1.786711E-05	2.536	67.03864
2.538	16.7	2.538	1.786711E-05	2.538	67.21306
2.54	16.7	2.54	1.786711E-05	2.54	68.17997
2.542	66.7	2.542	1.786711E-05	2.542	69.91206
2.544	33.3	2.544	1.786711E-05	2.544	72.3694
2.546	66.7	2.546	1.786711E-05	2.546	75.50023
2.548	0	2.548	1.786711E-05	2.548	79.24184
2.55	0	2.55	1.786711E-05	2.55	83.52174
2.552	0	2.552	1.786711E-05	2.552	88.25891
2.554	66.7	2.554	1.786711E-05	2.554	93.36525
2.556	16.7	2.556	1.786711E-05	2.556	98.74702
2.558	33.3	2.558	1.786711E-05	2.558	104.3066
2.56	16.7	2.56	1.786711E-05	2.56	109.9438
2.562	16.7	2.562	1.786711E-05	2.562	115.5582
2.564	83.3	2.564	1.786711E-05	2.564	121.0499
2.566	33.3	2.566	1.786711E-05	2.566	126.3222
2.568	50	2.568	1.786711E-05	2.568	131.2824
2.57	50	2.57	1.786711E-05	2.57	135.8437
2.572	16.7	2.572	1.786711E-05	2.572	139.9265
2.574	33.3	2.574	1.786711E-05	2.574	143.4598
2.576	33.3	2.576	1.786711E-05	2.576	146.3821
2.578	16.7	2.578	1.786711E-05	2.578	148.6425
2.58	16.7	2.58	1.786711E-05	2.58	150.2016
2.582	33.3	2.582	1.786711E-05	2.582	151.0319
2.584	16.7	2.584	1.786711E-05	2.584	151.118
2.586	50	2.586	1.786711E-05	2.586	150.4574
2.588	66.7	2.588	1.786711E-05	2.588	149.0598
2.59	16.7	2.59	1.786711E-05	2.59	146.9471
2.592	0	2.592	1.786711E-05	2.592	144.153
2.594	83.3	2.594	1.786711E-05	2.594	140.7225
2.596	50	2.596	1.786711E-05	2.596	136.7105
2.598	33.3	2.598	1.786711E-05	2.598	132.1816
2.6	50	2.6	1.786711E-05	2.6	127.2084
2.602	33.3	2.602	1.786711E-05	2.602	121.8704
2.604	16.7	2.604	1.786711E-05	2.604	116.2526
2.606	16.7	2.606	1.786711E-05	2.606	110.4443
2.608	16.7	2.608	1.786711E-05	2.608	104.5372
2.61	33.3	2.61	1.786711E-05	2.61	98.6239
2.612	0	2.612	1.786711E-05	2.612	92.79682
2.614	33.3	2.614	1.786711E-05	2.614	87.14611
2.616	16.7	2.616	1.786711E-05	2.616	81.75845
2.618	33.3	2.618	1.786711E-05	2.618	76.71558
2.62	16.7	2.62	1.786711E-05	2.62	72.09297
2.622	16.7	2.622	1.786711E-05	2.622	67.95861
2.624	33.3	2.624	1.786711E-05	2.624	64.37195
2.626	33.3	2.626	1.786711E-05	2.626	61.38295
2.628	66.7	2.628	1.786711E-05	2.628	59.03133
2.63	16.7	2.63	1.786711E-05	2.63	57.34599
2.632	0	2.632	1.786711E-05	2.632	56.34459
2.634	83.3	2.634	1.786711E-05	2.634	56.03334
2.636	33.3	2.636	1.786711E-05	2.636	56.407
2.638	33.3	2.638	1.786711E-05	2.638	57.44902
2.64	33.3	2.64	1.786711E-05	2.64	59.13188
2.642	0	2.642	1.786711E-05	2.642	61.41769
2.644	0	2.644	1.786711E-05	2.644	64.25883
2.646	0	2.646	1.786711E-05	2.646	67.59881
2.648	33.3	2.648	1.786711E-05	2.648	71.37331
2.65	100	2.65	1.786711E-05	2.65	75.51125
2.652	16.7	2.652	1.786711E-05	2.652	79.9361
2.654	0	2.654	1.786711E-05	2.654	84.56705
2.656	16.7	2.656	1.786711E-05	2.656	89.32052
2.658	0	2.658	1.786711E-05	2.658	94.11147
2.66	16.7	2.66	1.786711E-05	2.66	98.85484
2.662	50	2.662	1.786711E-05	2.662	103.467
2.664	50	2.664	1.786711E-05	2.664	107.867
2.666	16.7	2.666	1.786711E-05	2.666	111.9782
2.668	33.3	2.668	1.786711E-05	2.668	115.729
2.67	33.3	2.67	1.786711E-05	2.67	119.0544
2.672	16.7	2.672	1.786711E-05	2.672	121.8969
2.674	33.3	2.674	1.786711E-05	2.674	124.2075
2.676	33.3	2.676	1.786711E-05	2.676	125.9461
2.678	33.3	2.678	1.786711E-05	2.678	127.0826
2.68	16.7	2.68	1.786711E-05	2.68	127.5969
2.682	33.3	2.682	1.786711E-05	2.682	127.4793
2.684	66.7	2.684	1.786711E-05	2.684	126.7308
2.686	66.7	2.686	1.786711E-05	2.686	125.3626
2.688	16.7	2.688	1.786711E-05	2.688	123.3962
2.69	0	2.69	1.786711E-05	2.69	120.8627
2.692	0	2.692	1.786711E-05	2.692	117.8026
2.694	33.3	2.694	1.786711E-05	2.694	114.2644
2.696	50	2.696	1.786711E-05	2.696	110.3046
2.698	50	2.698	1.786711E-05	2.698	105.9858
2.7	66.7	2.7	1.786711E-05	2.7	101.3765
2.702	16.7	2.702	1.786711E-05	2.702	96.5492
2.704	16.7	2.704	1.786711E-05	2.704	91.57964
2.706	16.7	2.706	1.786711E-05	2.706	86.54531
2.708	0	2.708	1.786711E-05	2.708	81.52425
2.71	33.3	2.71	1.786711E-05	2.71	76.59369
2.712	16.7	2.712	1.786711E-05	2.712	71.82887
2.714	116.7	2.714	1.786711E-05	2.714	67.30173
2.716	33.3	2.716	1.786711E-05	2.716	63.0798
2.718	16.7	2.718	1.786711E-05	2.718	59.22513
2.72	83.3	2.72	1.786711E-05	2.72	55.79324
2.722	50	2.722	1.786711E-05	2.722	52.83235
2.724	50	2.724	1.786711E-05	2.724	50.38256
2.726	50	2.726	1.786711E-05	2.726	48.4753
2.728	16.7	2.728	1.786711E-05	2.728	47.13285
2.73	16.7	2.73	1.786711E-05	2.73	46.36805
2.732	66.7	2.732	1.786711E-05	2.732	46.18419
2.734	16.7	2.734	1.786711E-05	2.734	46.57497
2.736	33.3	2.736	1.786711E-05	2.736	47.52471
2.738	50	2.738	1.786711E-05	2.738	49.00868
2.74	50	2.74	1.786711E-05	2.74	50.99357
2.742	0	2.742	1.786711E-05	2.742	53.4381
2.744	50	2.744	1.786711E-05	2.744	56.29375
2.746	16.7	2.746	1.786711E-05	2.746	59.50564
2.748	66.7	2.748	1.786711E-05	2.748	63.01345
2.75	0	2.75	1.786711E-05	2.75	66.75246
2.752	0	2.752	1.786711E-05	2.752	70.65465
2.754	66.7	2.754	1.786711E-05	2.754	74.64986
2.756	16.7	2.756	1.786711E-05	2.756	78.66694
2.758	33.3	2.758	1.786711E-05	2.758	82.6349
2.76	66.7	2.76	1.786711E-05	2.76	86.48413
2.762	33.3	2.762	1.786711E-05	2.762	90.14749
2.764	33.3	2.764	1.786711E-05	2.764	93.56142
2.766	83.3	2.766	1.786711E-05	2.766	96.66691
2.768	33.3	2.768	1.786711E-05	2.768	99.41051
2.77	16.7	2.77	1.786711E-05	2.77	101.7451
2.772	0	2.772	1.786711E-05	2.772	103.6306
2.774	16.7	2.774	1.786711E-05	2.774	105.0346
2.776	66.7	2.776	1.786711E-05	2.776	105.933
2.778	66.7	2.778	1.786711E-05	2.778	106.31
2.78	16.7	2.78	1.786711E-05	2.78	106.1585
2.782	16.7	2.782	1.786711E-05	2.782	105.4802
2.784	133.4	2.784	1.786711E-05	2.784	104.2854
2.786	33.3	2.786	1.786711E-05	2.786	102.5927
2.788	33.3	2.788	1.786711E-05	2.788	100.4289
2.79	16.7	2.79	1.786711E-05	2.79	97.82818
2.792	33.3	2.792	1.786711E-05	2.792	94.83167
2.794	83.3	2.794	1.786711E-05	2.794	91.48667
2.796	16.7	2.796	1.786711E-05	2.796	87.84587
2.798	0	2.798	1.786711E-05	2.798	83.96638
2.8	16.7	2.8	1.786711E-05	2.8	79.90878
2.802	33.3	2.802	1.786711E-05	2.802	75.73615
2.804	0	2.804	1.786711E-05	2.804	71.51293
2.806	16.7	2.806	1.786711E-05	2.806	67.30396
2.808	0	2.808	1.786711E-05	2.808	63.17332
2.81	33.3	2.81	1.786711E-05	2.81	59.18335
2.812	50	2.812	1.786711E-05	2.812	55.39362
2.814	50	2.814	1.786711E-05	2.814	51.85997
2.816	16.7	2.816	1.786711E-05	2.816	48.63366
2.818	16.7	2.818	1.786711E-05	2.818	45.76051
2.82	33.3	2.82	1.786711E-05	2.82	43.28027
2.822	16.7	2.822	1.786711E-05	2.822	41.22594
2.824	16.7	2.824	1.786711E-05	2.824	39.62335
2.826	66.7	2.826	1.786711E-05	2.826	38.49075
2.828	0	2.828	1.786711E-05	2.828	37.83858
2.83	0	2.83	1.786711E-05	2.83	37.6694
2.832	0	2.832	1.786711E-05	2.832	37.97783
2.834	100	2.834	1.786711E-05	2.834	38.7508
2.836	0	2.836	1.786711E-05	2.836	39.96775
2.838	16.7	2.838	1.786711E-05	2.838	41.60105
2.84	50	2.84	1.786711E-05	2.84	43.61651
2.842	16.7	2.842	1.786711E-05	2.842	45.97399
2.844	33.3	2.844	1.786711E-05	2.844	48.6281
2.846	16.7	2.846	1.786711E-05	2.846	51.52899
2.848	50	2.848	1.786711E-05	2.848	54.62318
2.85	0	2.85	1.786711E-05	2.85	57.85448
2.852	33.3	2.852	1.786711E-05	2.852	61.16493
2.854	33.3	2.854	1.786711E-05	2.854	64.49574
2.856	16.7	2.856	1.786711E-05	2.856	67.78828
2.858	16.7	2.858	1.786711E-05	2.858	70.98501
2.86	0	2.86	1.786711E-05	2.86	74.03043
2.862	33.3	2.862	1.786711E-05	2.862	76.87197
2.864	0	2.864	1.786711E-05	2.864	79.4608
2.866	33.3	2.866	1.786711E-05	2.866	81.7526
2.868	16.7	2.868	1.786711E-05	2.868	83.70829
2.87	66.7	2.87	1.786711E-05	2.87	85.29455
2.872	16.7	2.872	1.786711E-05	2.872	86.48438
2.874	33.3	2.874	1.786711E-05	2.874	87.25745
2.876	33.3	2.876	1.786711E-05	2.876	87.60043
2.878	33.3	2.878	1.786711E-05	2.878	87.50704
2.88	33.3	2.88	1.786711E-05	2.88	86.97823
2.882	50	2.882	1.786711E-05	2.882	86.02202
2.884	50	2.884	1.786711E-05	2.884	84.65332
2.886	50	2.886	1.786711E-05	2.886	82.89368
2.888	0	2.888	1.786711E-05	2.888	80.7708
2.89	0	2.89	1.786711E-05	2.89	78.31813
2.892	50	2.892	1.786711E-05	2.892	75.57419
2.894	33.3	2.894	1.786711E-05	2.894	72.58196
2.896	16.7	2.896	1.786711E-05	2.896	69.38811
2.898	0	2.898	1.786711E-05	2.898	66.04224
2.9	16.7	2.9	1.786711E-05	2.9	62.59602
2.902	0	2.902	1.786711E-05	2.902	59.10235
2.904	16.7	2.904	1.786711E-05	2.904	55.61448
2.906	0	2.906	1.786711E-05	2.906	52.18515
2.908	33.3	2.908	1.786711E-05	2.908	48.86573
2.91	33.3	2.91	1.786711E-05	2.91	45.70542
2.912	0	2.912	1.786711E-05	2.912	42.75042
2.914	0	2.914	1.786711E-05	2.914	40.04325
2.916	16.7	2.916	1.786711E-05	2.916	37.62206
2.918	16.7	2.918	1.786711E-05	2.918	35.52006
2.92	50	2.92	1.786711E-05	2.92	33.76503
2.922	16.7	2.922	1.786711E-05	2.922	32.37889
2.924	16.7	2.924	1.786711E-05	2.924	31.37741
2.926	16.7	2.926	1.786711E-05	2.926	30.77
2.928	16.7	2.928	1.786711E-05	2.928	30.55962
2.93	33.3	2.93	1.786711E-05	2.93	30.74275
2.932	0	2.932	1.786711E-05	2.932	31.30955
2.934	0	2.934	1.786711E-05	2.934	32.24405
2.936	16.7	2.936	1.786711E-05	2.936	33.52445
2.938	50	2.938	1.786711E-05	2.938	35.12354
2.94	33.3	2.94	1.786711E-05	2.94	37.00918
2.942	50	2.942	1.786711E-05	2.942	39.14485
2.944	16.7	2.944	1.786711E-05	2.944	41.49031
2.946	50	2.946	1.786711E-05	2.946	44.00226
2.948	0	2.948	1.786711E-05	2.948	46.63506
2.95	33.3	2.95	1.786711E-05	2.95	49.34153
2.952	16.7	2.952	1.786711E-05	2.952	52.07368
2.954	33.3	2.954	1.786711E-05	2.954	54.78353
2.956	0	2.956	1.786711E-05	2.956	57.42386
2.958	16.7	2.958	1.786711E-05	2.958	59.94901
2.96	16.7	2.96	1.786711E-05	2.96	62.31554
2.962	16.7	2.962	1.786711E-05	2.962	64.48301
2.964	33.3	2.964	1.786711E-05	2.964	66.41451
2.966	33.3	2.966	1.786711E-05	2.966	68.07729
2.968	16.7	2.968	1.786711E-05	2.968	69.44324
2.97	16.7	2.97	1.786711E-05	2.97	70.48932
2.972	33.3	2.972	1.786711E-05	2.972	71.19785
2.974	16.7	2.974	1.786711E-05	2.974	71.5568
2.976	83.3	2.976	1.786711E-05	2.976	71.55989
2.978	50	2.978	1.786711E-05	2.978	71.20668
2.98	16.7	2.98	1.786711E-05	2.98	70.50251
2.982	33.3	2.982	1.786711E-05	2.982	69.45837
2.984	16.7	2.984	1.786711E-05	2.984	68.09067
2.986	0	2.986	1.786711E-05	2.986	66.42092
2.988	50	2.988	1.786711E-05	2.988	64.47536
2.99	33.3	2.99	1.786711E-05	2.99	62.28448
2.992	0	2.992	1.786711E-05	2.992	59.88247
2.994	16.7	2.994	1.786711E-05	2.994	57.3067
2.996	16.7	2.996	1.786711E-05	2.996	54.597
2.998	50	2.998	1.786711E-05	2.998	51.79507
3	0	3	1.786711E-05	3	48.94374
3.002	33.3	3.002	1.786711E-05	3.002	46.08631
3.004	66.7	3.004	1.786711E-05	3.004	43.26579
3.006	33.3	3.006	1.786711E-05	3.006	40.52426
3.008	33.3	3.008	1.786711E-05	3.008	37.90217
3.01	16.7	3.01	1.786711E-05	3.01	35.43772
3.012	16.7	3.012	1.786711E-05	3.012	33.16622
3.014	100	3.014	1.786711E-05	3.014	31.1196
3.016	33.3	3.016	1.786711E-05	3.016	29.32589
3.018	16.7	3.018	1.786711E-05	3.018	27.80879
3.02	16.7	3.02	1.786711E-05	3.02	26.58736
3.022	50	3.022	1.786711E-05	3.022	25.67573
3.024	16.7	3.024	1.786711E-05	3.024	25.08291
3.026	33.3	3.026	1.786711E-05	3.026	24.81271
3.028	33.3	3.028	1.786711E-05	3.028	24.86369
3.03	33.3	3.03	1.786711E-05	3.03	25.22927
3.032	50	3.032	1.786711E-05	3.032	25.89785
3.034	66.7	3.034	1.786711E-05	3.034	26.85306
3.036	0	3.036	1.786711E-05	3.036	28.07406
3.038	0	3.038	1.786711E-05	3.038	29.53589
3.04	16.7	3.04	1.786711E-05	3.04	31.20997
3.042	0	3.042	1.786711E-05	3.042	33.06452
3.044	16.7	3.044	1.786711E-05	3.044	35.06516
3.046	66.7	3.046	1.786711E-05	3.046	37.17545
3.048	0	3.048	1.786711E-05	3.048	39.35753
3.05	0	3.05	1.786711E-05	3.05	41.57271
3.052	33.3	3.052	1.786711E-05	3.052	43.7821
3.054	66.7	3.054	1.786711E-05	3.054	45.9473
3.056	16.7	3.056	1.786711E-05	3.056	48.03091
3.058	33.3	3.058	1.786711E-05	3.058	49.99725
3.06	33.3	3.06	1.786711E-05	3.06	51.81279
3.062	16.7	3.062	1.786711E-05	3.062	53.44679
3.064	50	3.064	1.786711E-05	3.064	54.87169
3.066	16.7	3.066	1.786711E-05	3.066	56.06354
3.068	16.7	3.068	1.786711E-05	3.068	57.00241
3.07	16.7	3.07	1.786711E-05	3.07	57.67259
3.072	16.7	3.072	1.786711E-05	3.072	58.06287
3.074	0	3.074	1.786711E-05	3.074	58.16667
3.076	33.3	3.076	1.786711E-05	3.076	57.98206
3.078	16.7	3.078	1.786711E-05	3.078	57.51183
3.08	0	3.08	1.786711E-05	3.08	56.76331
3.082	0	3.082	1.786711E-05	3.082	55.74828
3.084	33.3	3.084	1.786711E-05	3.084	54.48273
3.086	0	3.086	1.786711E-05	3.086	52.98655
3.088	33.3	3.088	1.786711E-05	3.088	51.28315
3.09	33.3	3.09	1.786711E-05	3.09	49.39912
3.092	83.3	3.092	1.786711E-05	3.092	47.3637
3.094	0	3.094	1.786711E-05	3.094	45.20833
3.096	33.3	3.096	1.786711E-05	3.096	42.96613
3.098	16.7	3.098	1.786711E-05	3.098	40.67131
3.1	33.3	3.1	1.786711E-05	3.1	38.35863
3.102	16.7	3.102	1.786711E-05	3.102	36.06288
3.104	50	3.104	1.786711E-05	3.104	33.81822
3.106	66.7	3.106	1.786711E-05	3.106	31.65774
