,A2,,,A9,,,B3,,,B4,,C1,C2,C4,C5,è„,â∫
1.856,545.3,,1.856,1126.3,,1.856,120.8,,1.856,80.8,,33.3,79.2,20.8,8.3,57.5,63.3
1.86,573.7,,1.86,1092.9,,1.86,125,,1.86,79.2,,16.7,66.7,45.8,7.5,65.8,85.8
1.864,636.2,,1.864,1151.4,,1.864,91.7,,1.864,86.7,,25,55.8,12.5,5,105.8,80.8
1.868,648.8,,1.868,1260,,1.868,63.3,,1.868,89.2,,16.7,68.3,29.2,7.5,129.2,129.2
1.872,645.4,,1.872,1042.8,,1.872,58.3,,1.872,90,,33.3,59.2,12.5,13.3,149.2,126.7
1.876,684.6,,1.876,1126.3,,1.876,54.2,,1.876,110.8,,33.3,46.7,25,5.8,181.7,115.8
1.88,663,,1.88,817.3,,1.88,39.2,,1.88,82.5,,41.7,70.8,12.5,10,212.5,131.7
1.884,603.7,,1.884,834,,1.884,35,,1.884,90,,50,58.3,29.2,10.8,217.5,134.2
1.888,523.6,,1.888,817.3,,1.888,35,,1.888,70.8,,16.7,70,29.2,11.7,217.5,143.4
1.892,459.4,,1.892,491.9,,1.892,30.8,,1.892,78.3,,25,74.2,29.2,8.3,207.5,135.9
1.896,377.6,,1.896,592,,1.896,44.2,,1.896,63.3,,16.7,85,12.5,9.2,230.9,116.7
1.9,334.3,,1.9,567,,1.9,69.2,,1.9,55.8,,33.3,83.3,29.2,9.2,193.4,105
1.904,255.1,,1.904,491.9,,1.904,64.2,,1.904,46.7,,25,70.8,41.7,10,199.2,125.8
1.908,222.6,,1.908,516.9,,1.908,80,,1.908,45,,25,80,12.5,10,165,80
1.912,240.9,,1.912,441.9,,1.912,100.8,,1.912,53.3,,33.3,88.3,33.3,6.7,136.7,95
1.916,239.2,,1.916,725.5,,1.916,118.3,,1.916,55,,16.7,81.7,37.5,10.8,113.3,77.5
1.92,325.9,,1.92,742.2,,1.92,139.2,,1.92,56.7,,25,63.3,29.2,10,90,68.3
1.924,353.5,,1.924,742.2,,1.924,145.9,,1.924,60,,50,67.5,29.2,11.7,66.7,61.7
1.928,469.4,,1.928,859.1,,1.928,135.9,,1.928,80.8,,66.7,57.5,33.3,9.2,60,57.5
1.932,537.8,,1.932,1026.1,,1.932,160.9,,1.932,75.8,,33.3,51.7,25,11.7,40.8,61.7
1.936,628.7,,1.936,1051.1,,1.936,162.5,,1.936,74.2,,8.3,46.7,29.2,4.2,52.5,63.3
1.94,733,,1.94,1326.8,,1.94,141.7,,1.94,77.5,,41.7,47.5,12.5,9.2,42.5,85
1.944,815.7,,1.944,1067.8,,1.944,121.7,,1.944,88.3,,58.3,40,29.2,7.5,70,82.5
1.948,832.4,,1.948,1234.9,,1.948,89.2,,1.948,88.3,,25,41.7,16.7,16.7,84.2,72.5
1.952,829,,1.952,1059.5,,1.952,75,,1.952,82.5,,8.3,43.3,25,10,92.5,87.5
1.956,800.7,,1.956,892.5,,1.956,61.7,,1.956,95,,25,59.2,16.7,7.5,122.5,88.3
1.96,750.6,,1.96,934.2,,1.96,30.8,,1.96,96.7,,16.7,53.3,20.8,5,119.2,95.8
1.964,718.9,,1.964,667.1,,1.964,31.7,,1.964,82.5,,16.7,50.8,12.5,8.3,135.9,85
1.968,608.7,,1.968,717.2,,1.968,19.2,,1.968,83.3,,41.7,67.5,16.7,8.3,140,108.3
1.972,491.1,,1.972,542,,1.972,28.3,,1.972,68.3,,8.3,85,4.2,5.8,152.5,69.2
1.976,420.2,,1.976,375.1,,1.976,32.5,,1.976,49.2,,16.7,92.5,0,10,131.7,70.8
1.98,325.9,,1.98,291.8,,1.98,37.5,,1.98,49.2,,25,76.7,12.5,14.2,170.9,76.7
1.984,240.1,,1.984,400.2,,1.984,54.2,,1.984,55.8,,0,99.2,12.5,5.8,149.2,65.8
1.988,199.2,,1.988,341.8,,1.988,79.2,,1.988,40.8,,25,110.8,8.3,5.8,136.7,80
1.992,195.9,,1.992,425.2,,1.992,94.2,,1.992,37.5,,8.3,100,25,6.7,141.7,72.5
1.996,204.2,,1.996,784,,1.996,113.3,,1.996,43.3,,16.7,97.5,16.7,5,117.5,85
2,237.6,,2,875.8,,2,130.9,,2,35,,25,104.2,16.7,10,101.7,78.3
2.004,312.6,,2.004,825.7,,2.004,164.2,,2.004,44.2,,8.3,90.8,12.5,7.5,101.7,79.2
2.008,393.5,,2.008,1051.1,,2.008,167.5,,2.008,58.3,,16.7,70,16.7,12.5,81.7,84.2
2.012,532,,2.012,1176.4,,2.012,164.2,,2.012,59.2,,16.7,65.8,12.5,9.2,85,85
2.016,616.2,,2.016,1276.7,,2.016,138.4,,2.016,64.2,,33.3,54.2,25,10.8,61.7,97.5
2.02,777.3,,2.02,1368.6,,2.02,125.8,,2.02,51.7,,16.7,55,20.8,12.5,45.8,82.5
2.024,869.1,,2.024,1577.5,,2.024,145,,2.024,81.7,,16.7,45,16.7,11.7,54.2,82.5
2.028,952.6,,2.028,1418.7,,2.028,117.5,,2.028,83.3,,8.3,41.7,25,13.3,53.3,84.2
2.032,991.8,,2.032,1335.1,,2.032,85,,2.032,70.8,,16.7,21.7,16.7,5,62.5,90
2.036,975.1,,2.036,1385.3,,2.036,86.7,,2.036,84.2,,33.3,25,4.2,15,69.2,76.7
2.04,988.5,,2.04,1026.1,,2.04,56.7,,2.04,68.3,,16.7,34.2,20.8,10.8,85,93.3
2.044,908.3,,2.044,984.3,,2.044,33.3,,2.044,75.8,,33.3,30,8.3,8.3,79.2,68.3
2.048,834,,2.048,784,,2.048,36.7,,2.048,69.2,,41.7,57.5,8.3,7.5,70,75
2.052,729.7,,2.052,625.4,,2.052,22.5,,2.052,76.7,,16.7,65,4.2,4.2,96.7,52.5
2.056,587,,2.056,500.3,,2.056,25.8,,2.056,69.2,,8.3,75.8,0,9.2,115.8,52.5
2.06,498.6,,2.06,291.8,,2.06,22.5,,2.06,59.2,,41.7,91.7,16.7,6.7,79.2,61.7
2.064,376.8,,2.064,350.1,,2.064,32.5,,2.064,48.3,,0,90,4.2,11.7,110.8,46.7
2.068,262.6,,2.068,275.1,,2.068,74.2,,2.068,50,,0,106.7,16.7,10,105.8,53.3
2.072,222.6,,2.072,291.8,,2.072,83.3,,2.072,34.2,,8.3,115.8,25,6.7,104.2,50.8
2.076,153.4,,2.076,341.8,,2.076,105,,2.076,31.7,,16.7,130,8.3,8.3,100.8,63.3
2.08,172.5,,2.08,533.6,,2.08,140,,2.08,39.2,,16.7,130.9,12.5,8.3,95,55
2.084,205,,2.084,733.9,,2.084,140.9,,2.084,24.2,,16.7,123.3,12.5,9.2,108.3,80
2.088,274.2,,2.088,800.7,,2.088,166.7,,2.088,35,,8.3,120.8,12.5,9.2,95,86.7
2.092,387.7,,2.092,1067.8,,2.092,164.2,,2.092,49.2,,16.7,101.7,8.3,5,82.5,92.5
2.096,521.1,,2.096,1201.5,,2.096,186.7,,2.096,45.8,,33.3,84.2,16.7,9.2,87.5,103.3
2.1,670.5,,2.1,1443.8,,2.1,190.9,,2.1,49.2,,33.3,82.5,29.2,9.2,81.7,120
2.104,779.8,,2.104,1310.1,,2.104,155,,2.104,60.8,,8.3,65,8.3,9.2,80.8,95
2.108,921.7,,2.108,1677.9,,2.108,155,,2.108,70.8,,0,57.5,12.5,9.2,72.5,110
2.112,990.2,,2.112,1636.1,,2.112,135.9,,2.112,59.2,,16.7,40,8.3,9.2,83.3,125.8
2.116,1153,,2.116,1636.1,,2.116,101.7,,2.116,71.7,,25,34.2,8.3,10.8,64.2,106.7
2.12,1112.9,,2.12,1535.8,,2.12,97.5,,2.12,64.2,,16.7,25,12.5,5,69.2,99.2
2.124,1111.3,,2.124,1351.9,,2.124,63.3,,2.124,64.2,,25,21.7,8.3,6.7,70,93.3
2.128,1087.9,,2.128,1168,,2.128,45,,2.128,78.3,,0,28.3,4.2,4.2,69.2,74.2
2.132,955.1,,2.132,1126.3,,2.132,30,,2.132,70.8,,16.7,30,8.3,10.8,65,60.8
2.136,898.3,,2.136,884.1,,2.136,20,,2.136,57.5,,33.3,38.3,12.5,7.5,80.8,55.8
2.14,699.7,,2.14,667.1,,2.14,24.2,,2.14,58.3,,8.3,50.8,0,12.5,75,37.5
2.144,615.4,,2.144,433.5,,2.144,20.8,,2.144,52.5,,8.3,77.5,0,8.3,70,41.7
2.148,481.1,,2.148,333.4,,2.148,30,,2.148,55,,8.3,92.5,8.3,11.7,70.8,26.7
2.152,369.3,,2.152,208.4,,2.152,53.3,,2.152,55,,0,99.2,20.8,3.3,75.8,29.2
2.156,254.2,,2.156,250.1,,2.156,75.8,,2.156,35.8,,8.3,127.5,12.5,10,70,40.8
2.16,188.4,,2.16,316.8,,2.16,85.8,,2.16,37.5,,0,120.8,8.3,9.2,87.5,45
2.164,173.4,,2.164,391.8,,2.164,110,,2.164,33.3,,0,136.7,12.5,6.7,77.5,58.3
2.168,165,,2.168,675.5,,2.168,146.7,,2.168,31.7,,8.3,148.4,12.5,8.3,101.7,61.7
2.172,233.4,,2.172,742.2,,2.172,155.9,,2.172,45.8,,0,137.5,20.8,5.8,76.7,84.2
2.176,315.9,,2.176,784,,2.176,173.4,,2.176,35.8,,16.7,143.4,16.7,5.8,80,85
2.18,418.5,,2.18,1184.8,,2.18,178.4,,2.18,31.7,,8.3,141.7,8.3,8.3,83.3,112.5
2.184,539.5,,2.184,1285,,2.184,212.5,,2.184,55,,8.3,139.2,33.3,8.3,85,121.7
2.188,747.2,,2.188,1301.8,,2.188,155,,2.188,44.2,,0,98.3,8.3,13.3,86.7,110.8
2.192,831.5,,2.192,1677.9,,2.192,157.5,,2.192,60.8,,8.3,89.2,8.3,10.8,97.5,130.9
2.196,1004.4,,2.196,1711.3,,2.196,160,,2.196,65,,0,64.2,8.3,8.3,92.5,117.5
2.2,1028.6,,2.2,1853.4,,2.2,130,,2.2,68.3,,25,50.8,20.8,9.2,99.2,117.5
2.204,1144.7,,2.204,1694.6,,2.204,113.3,,2.204,53.3,,8.3,41.7,8.3,10,78.3,115
2.208,1219,,2.208,1485.6,,2.208,94.2,,2.208,57.5,,16.7,34.2,16.7,10.8,77.5,103.3
2.212,1143,,2.212,1602.6,,2.212,65,,2.212,64.2,,8.3,23.3,12.5,5,63.3,85.8
2.216,1154.7,,2.216,1377,,2.216,37.5,,2.216,61.7,,16.7,23.3,8.3,6.7,70,90
2.22,1046.1,,2.22,1059.5,,2.22,28.3,,2.22,55,,8.3,21.7,12.5,10,59.2,55
2.224,929.2,,2.224,875.8,,2.224,22.5,,2.224,54.2,,0,32.5,8.3,11.7,56.7,49.2
2.228,804,,2.228,592,,2.228,25.8,,2.228,46.7,,25,51.7,25,5,42.5,37.5
2.232,647.1,,2.232,650.4,,2.232,25.8,,2.232,48.3,,8.3,47.5,4.2,6.7,46.7,32.5
2.236,453.5,,2.236,275.1,,2.236,49.2,,2.236,40,,8.3,64.2,4.2,5,58.3,20.8
2.24,362.6,,2.24,333.4,,2.24,63.3,,2.24,48.3,,8.3,95.8,8.3,7.5,43.3,27.5
2.244,270.9,,2.244,225.1,,2.244,70,,2.244,41.7,,8.3,125,8.3,10,57.5,30
2.248,190.9,,2.248,266.7,,2.248,96.7,,2.248,40,,0,125,16.7,4.2,56.7,38.3
2.252,186.7,,2.252,450.2,,2.252,123.3,,2.252,28.3,,8.3,138.4,8.3,6.7,56.7,41.7
2.256,162.5,,2.256,516.9,,2.256,145.9,,2.256,26.7,,16.7,136.7,4.2,5,72.5,68.3
2.26,255.9,,2.26,675.5,,2.26,162.5,,2.26,23.3,,8.3,145.9,12.5,5,77.5,73.3
2.264,314.3,,2.264,1118,,2.264,175,,2.264,33.3,,0,152.5,4.2,6.7,93.3,91.7
2.268,442.7,,2.268,1117.9,,2.268,175.9,,2.268,41.7,,8.3,150,12.5,8.3,73.3,117.5
2.272,611.2,,2.272,1360.2,,2.272,171.7,,2.272,48.3,,0,145,8.3,10.8,95,108.3
2.276,733.9,,2.276,1611,,2.276,152.5,,2.276,35.8,,0,126.7,12.5,10,95,108.3
2.28,854.1,,2.28,1677.9,,2.28,167.5,,2.28,54.2,,16.7,101.7,4.2,10,95,130
2.284,978.5,,2.284,1853.5,,2.284,145.9,,2.284,54.2,,33.3,89.2,20.8,6.7,103.3,132.5
2.288,1117.1,,2.288,1920.4,,2.288,140,,2.288,44.2,,8.3,78.3,4.2,5.8,90.8,115.8
2.292,1128,,2.292,1828.4,,2.292,113.3,,2.292,62.5,,0,56.7,4.2,9.2,102.5,122.5
2.296,1204.8,,2.296,1803.3,,2.296,76.7,,2.296,52.5,,25,40,16.7,10.8,98.3,112.5
2.3,1173.1,,2.3,1594.2,,2.3,65,,2.3,61.7,,0,25.8,4.2,6.7,58.3,78.3
2.304,1092.9,,2.304,1652.8,,2.304,63.3,,2.304,49.2,,25,26.7,4.2,7.5,56.7,79.2
2.308,1011,,2.308,1260,,2.308,28.3,,2.308,42.5,,25,30.8,4.2,5.8,57.5,59.2
2.312,937.6,,2.312,984.3,,2.312,45,,2.312,41.7,,8.3,30.8,8.3,5.8,40.8,43.3
2.316,809.8,,2.316,792.3,,2.316,29.2,,2.316,37.5,,8.3,35,4.2,9.2,29.2,32.5
2.32,584.5,,2.32,533.6,,2.32,35.8,,2.32,49.2,,25,52.5,4.2,10.8,30,31.7
2.324,479.4,,2.324,483.6,,2.324,42.5,,2.324,46.7,,8.3,68.3,4.2,10.8,30,20.8
2.328,366,,2.328,358.5,,2.328,56.7,,2.328,53.3,,0,76.7,0,5,35,16.7
2.332,280.1,,2.332,283.4,,2.332,79.2,,2.332,43.3,,8.3,93.3,4.2,14.2,37.5,28.3
2.336,215.9,,2.336,266.7,,2.336,110,,2.336,30,,0,121.7,0,5,42.5,33.3
2.34,188.4,,2.34,466.9,,2.34,115,,2.34,26.7,,0,143.4,4.2,10.8,51.7,57.5
2.344,173.4,,2.344,533.6,,2.344,136.7,,2.344,30,,16.7,150,16.7,6.7,71.7,63.3
2.348,213.4,,2.348,725.5,,2.348,154.2,,2.348,24.2,,0,153.4,8.3,9.2,71.7,75
2.352,305.1,,2.352,959.3,,2.352,172.5,,2.352,25.8,,0,170.9,4.2,7.5,75,85.8
2.356,434.4,,2.356,1260,,2.356,160.9,,2.356,25,,8.3,145.9,16.7,8.3,90.8,104.2
2.36,552,,2.36,1293.4,,2.36,140.9,,2.36,40.8,,0,160,16.7,2.5,104.2,114.2
2.364,662.9,,2.364,1485.6,,2.364,190,,2.364,35,,0,147.5,0,10,105.8,120.8
2.368,804.8,,2.368,1786.6,,2.368,182.5,,2.368,47.5,,8.3,151.7,4.2,5,105,150
2.372,891.6,,2.372,1778.2,,2.372,175.9,,2.372,41.7,,8.3,106.7,20.8,5.8,110.8,143.4
2.376,1009.4,,2.376,1945.6,,2.376,125.8,,2.376,50,,8.3,88.3,25,3.3,104.2,134.2
2.38,1034.4,,2.38,1861.8,,2.38,100,,2.38,36.7,,0,85.8,20.8,5,95,116.7
2.384,1102.1,,2.384,1920.4,,2.384,100,,2.384,43.3,,0,58.3,25,9.2,93.3,125
2.388,1075.3,,2.388,1870.2,,2.388,57.5,,2.388,45,,8.3,41.7,8.3,13.3,91.7,95
2.392,1041.1,,2.392,1360.2,,2.392,50,,2.392,53.3,,16.7,30,20.8,7.5,67.5,90
2.396,946.7,,2.396,1293.4,,2.396,38.3,,2.396,53.3,,8.3,30,8.3,5,55.8,69.2
2.4,900.8,,2.4,1184.8,,2.4,26.7,,2.4,35,,8.3,25,8.3,5.8,41.7,45.8
2.404,773.9,,2.404,1151.4,,2.404,29.2,,2.404,49.2,,0,35.8,0,4.2,45,30.8
2.408,620.4,,2.408,592,,2.408,40,,2.408,42.5,,0,32.5,8.3,8.3,27.5,26.7
2.412,482.7,,2.412,567,,2.412,39.2,,2.412,32.5,,8.3,42.5,0,5.8,30,23.3
2.416,365.1,,2.416,366.8,,2.416,61.7,,2.416,34.2,,8.3,65.8,4.2,4.2,26.7,23.3
2.42,271.7,,2.42,291.8,,2.42,76.7,,2.42,31.7,,8.3,68.3,4.2,5.8,28.3,34.2
2.424,212.5,,2.424,358.5,,2.424,95,,2.424,26.7,,8.3,105,0,8.3,30,26.7
2.428,175,,2.428,291.8,,2.428,107.5,,2.428,23.3,,0,111.7,4.2,7.5,44.2,44.2
2.432,157.5,,2.432,516.9,,2.432,129.2,,2.432,26.7,,0,160,0,10,61.7,64.2
2.436,199.2,,2.436,650.4,,2.436,168.4,,2.436,30,,16.7,157.5,16.7,4.2,73.3,95.8
2.44,283.4,,2.44,825.7,,2.44,178.4,,2.44,30.8,,0,172.5,0,7.5,91.7,100
2.444,332.6,,2.444,900.8,,2.444,165.9,,2.444,39.2,,0,180,0,6.7,85.8,110
2.448,435.2,,2.448,1418.7,,2.448,186.7,,2.448,29.2,,0,170,12.5,5,109.2,128.4
2.452,527.8,,2.452,1544.1,,2.452,170.9,,2.452,28.3,,25,192.5,8.3,6.7,99.2,135
2.456,663.8,,2.456,1544.1,,2.456,172.5,,2.456,25,,8.3,165,0,5,126.7,124.2
2.46,834,,2.46,1728,,2.46,144.2,,2.46,35,,0,123.3,16.7,10,108.3,123.3
2.464,892.5,,2.464,2004.1,,2.464,128.4,,2.464,40.8,,16.7,125,8.3,10,135.9,130
2.468,966.8,,2.468,2012.5,,2.468,113.3,,2.468,31.7,,25,108.3,25,5.8,96.7,115
2.472,1001.9,,2.472,1794.9,,2.472,90,,2.472,43.3,,8.3,95,4.2,5,95,114.2
2.476,1001.9,,2.476,1811.7,,2.476,67.5,,2.476,43.3,,8.3,75,12.5,6.7,70,85
2.48,991.8,,2.48,1786.6,,2.48,44.2,,2.48,41.7,,16.7,54.2,4.2,7.5,67.5,75
2.484,884.1,,2.484,1552.4,,2.484,36.7,,2.484,43.3,,8.3,31.7,4.2,5.8,55,59.2
2.488,841.6,,2.488,1159.7,,2.488,28.3,,2.488,41.7,,0,25.8,4.2,7.5,54.2,58.3
2.492,718.9,,2.492,892.5,,2.492,27.5,,2.492,40,,8.3,21.7,0,4.2,46.7,35
2.496,633.7,,2.496,767.3,,2.496,32.5,,2.496,31.7,,16.7,25,4.2,5.8,30,40
2.5,521.1,,2.5,558.6,,2.5,45.8,,2.5,40,,25,35,12.5,9.2,21.7,16.7
2.504,428.5,,2.504,483.6,,2.504,57.5,,2.504,40.8,,16.7,58.3,0,9.2,28.3,25
2.508,290.1,,2.508,350.1,,2.508,75.8,,2.508,32.5,,8.3,75.8,8.3,5,25,25.8
2.512,232.6,,2.512,433.5,,2.512,88.3,,2.512,21.7,,33.3,74.2,16.7,5.8,29.2,26.7
2.516,176.7,,2.516,291.8,,2.516,111.7,,2.516,16.7,,8.3,117.5,4.2,7.5,27.5,50.8
2.52,151.7,,2.52,441.9,,2.52,122.5,,2.52,23.3,,8.3,125,20.8,7.5,43.3,61.7
2.524,176.7,,2.524,575.3,,2.524,135.9,,2.524,32.5,,8.3,144.2,0,11.7,69.2,79.2
2.528,224.2,,2.528,825.7,,2.528,147.5,,2.528,26.7,,0,164.2,4.2,8.3,69.2,77.5
2.532,305.9,,2.532,675.5,,2.532,153.4,,2.532,27.5,,0,158.4,4.2,5,95.8,98.3
2.536,401,,2.536,1067.8,,2.536,160.9,,2.536,20.8,,0,159.2,20.8,9.2,90.8,107.5
2.54,492.7,,2.54,1301.7,,2.54,145.9,,2.54,34.2,,0,148.4,8.3,5,100,132.5
2.544,581.2,,2.544,1644.4,,2.544,168.4,,2.544,30.8,,0,173.4,0,8.3,113.3,130.9
2.548,658.8,,2.548,1728.1,,2.548,126.7,,2.548,35,,0,159.2,8.3,5.8,145.9,138.4
2.552,786.5,,2.552,1811.7,,2.552,101.7,,2.552,43.3,,16.7,136.7,4.2,6.7,109.2,129.2
2.556,875.8,,2.556,2012.4,,2.556,112.5,,2.556,39.2,,0,129.2,20.8,6.7,106.7,120
2.56,874.9,,2.56,2012.5,,2.56,93.3,,2.56,45.8,,0,118.3,4.2,4.2,117.5,111.7
2.564,904.2,,2.564,1736.4,,2.564,53.3,,2.564,36.7,,8.3,95.8,16.7,8.3,109.2,123.3
2.568,915.9,,2.568,1786.7,,2.568,58.3,,2.568,38.3,,8.3,52.5,20.8,10,88.3,85.8
2.572,869.1,,2.572,1602.6,,2.572,35.8,,2.572,37.5,,16.7,65,0,5.8,80,83.3
2.576,809.8,,2.576,1234.9,,2.576,30.8,,2.576,40,,0,39.2,8.3,7.5,66.7,61.7
2.58,733,,2.58,1134.7,,2.58,27.5,,2.58,28.3,,8.3,39.2,8.3,6.7,45,43.3
2.584,623.7,,2.584,867.4,,2.584,29.2,,2.584,32.5,,8.3,27.5,8.3,8.3,30.8,29.2
2.588,534.5,,2.588,575.3,,2.588,25.8,,2.588,35,,8.3,24.2,12.5,8.3,21.7,26.7
2.592,424.4,,2.592,408.5,,2.592,51.7,,2.592,36.7,,8.3,30,0,5.8,22.5,22.5
2.596,328.4,,2.596,383.5,,2.596,61.7,,2.596,24.2,,16.7,53.3,0,5.8,20.8,24.2
2.6,269.2,,2.6,300.1,,2.6,77.5,,2.6,30,,8.3,51.7,4.2,4.2,29.2,29.2
2.604,207.5,,2.604,366.8,,2.604,107.5,,2.604,26.7,,0,80.8,16.7,5.8,36.7,36.7
2.608,194.2,,2.608,275.1,,2.608,105.8,,2.608,30,,8.3,97.5,0,5,56.7,59.2
2.612,185,,2.612,400.2,,2.612,125,,2.612,29.2,,0,104.2,16.7,6.7,58.3,48.3
2.616,165.9,,2.616,667.1,,2.616,118.3,,2.616,30.8,,0,145,8.3,7.5,73.3,73.3
2.62,219.2,,2.62,825.7,,2.62,127.5,,2.62,35,,8.3,161.7,4.2,2.5,89.2,86.7
2.624,294.3,,2.624,967.6,,2.624,135.9,,2.624,31.7,,8.3,167.5,12.5,11.7,113.3,113.3
2.628,403.5,,2.628,1084.5,,2.628,145.9,,2.628,33.3,,0,173.4,8.3,7.5,115.8,120.8
2.632,435.2,,2.632,1385.3,,2.632,128.4,,2.632,25.8,,8.3,168.4,4.2,6.7,133.4,135.9
2.636,571.2,,2.636,1510.6,,2.636,127.5,,2.636,30.8,,16.7,185,8.3,4.2,145,138.4
2.64,637.1,,2.64,1519,,2.64,90,,2.64,21.7,,8.3,174.2,12.5,2.5,110,128.4
2.644,666.3,,2.644,1552.5,,2.644,94.2,,2.644,29.2,,8.3,143.4,4.2,8.3,134.2,135
2.648,779.8,,2.648,1644.4,,2.648,65,,2.648,29.2,,0,150.9,8.3,9.2,120,111.7
2.652,823.2,,2.652,1870.3,,2.652,66.7,,2.652,38.3,,0,128.4,0,6.7,110.8,117.5
2.656,817.3,,2.656,1652.9,,2.656,57.5,,2.656,35,,16.7,83.3,8.3,5,90.8,114.2
2.66,809.8,,2.66,1569.2,,2.66,46.7,,2.66,30.8,,16.7,81.7,20.8,11.7,78.3,81.7
2.664,757.3,,2.664,1343.5,,2.664,31.7,,2.664,26.7,,0,70.8,0,4.2,79.2,65.8
2.668,661.3,,2.668,1234.9,,2.668,25,,2.668,26.7,,25,52.5,0,10.8,52.5,64.2
2.672,617.1,,2.672,1084.5,,2.672,18.3,,2.672,35.8,,8.3,34.2,0,7.5,36.7,43.3
2.676,506.1,,2.676,950.9,,2.676,29.2,,2.676,31.7,,8.3,30.8,0,7.5,35.8,36.7
2.68,466.9,,2.68,592,,2.68,37.5,,2.68,29.2,,8.3,43.3,4.2,5.8,20.8,30.8
2.684,351.8,,2.684,533.6,,2.684,57.5,,2.684,25.8,,8.3,50,0,4.2,24.2,20.8
2.688,290.1,,2.688,391.8,,2.688,66.7,,2.688,26.7,,0,50,12.5,6.7,33.3,26.7
2.692,223.4,,2.692,358.5,,2.692,83.3,,2.692,25,,16.7,58.3,4.2,9.2,34.2,46.7
2.696,190.9,,2.696,308.4,,2.696,90,,2.696,28.3,,16.7,84.2,0,5.8,41.7,52.5
2.7,153.4,,2.7,425.2,,2.7,100.8,,2.7,35.8,,0,104.2,8.3,9.2,55.8,67.5
2.704,178.4,,2.704,575.3,,2.704,101.7,,2.704,25,,16.7,92.5,4.2,7.5,76.7,85
2.708,184.2,,2.708,516.9,,2.708,110,,2.708,30.8,,8.3,135.9,4.2,5,82.5,74.2
2.712,230.1,,2.712,884.1,,2.712,120,,2.712,28.3,,25,153.4,8.3,6.7,104.2,96.7
2.716,265.1,,2.716,1184.8,,2.716,129.2,,2.716,35,,16.7,175,12.5,5.8,120,128.4
2.72,379.3,,2.72,1193.1,,2.72,109.2,,2.72,31.7,,8.3,165.9,8.3,9.2,136.7,125
2.724,451.9,,2.724,1385.3,,2.724,105,,2.724,22.5,,8.3,173.4,8.3,2.5,143.4,121.7
2.728,492.7,,2.728,1519,,2.728,100,,2.728,23.3,,0,169.2,12.5,7.5,148.4,137.5
2.732,557.8,,2.732,1585.9,,2.732,94.2,,2.732,23.3,,0,209.2,16.7,8.3,130,131.7
2.736,646.3,,2.736,1811.7,,2.736,79.2,,2.736,27.5,,25,160,0,4.2,139.2,110.8
2.74,677.1,,2.74,1811.6,,2.74,55,,2.74,30,,33.3,148.4,12.5,8.3,120.8,114.2
2.744,709.7,,2.744,1602.6,,2.744,38.3,,2.744,38.3,,0,126.7,4.2,8.3,115,98.3
2.748,688,,2.748,1535.7,,2.748,32.5,,2.748,25.8,,0,98.3,16.7,4.2,80,94.2
2.752,695.5,,2.752,1452.2,,2.752,34.2,,2.752,32.5,,0,95.8,4.2,5.8,69.2,67.5
2.756,658.8,,2.756,1393.6,,2.756,22.5,,2.756,30,,0,81.7,8.3,12.5,55,60
2.76,581.2,,2.76,792.3,,2.76,25,,2.76,31.7,,16.7,64.2,12.5,5.8,55,43.3
2.764,516.1,,2.764,859.1,,2.764,28.3,,2.764,38.3,,0,54.2,4.2,6.7,43.3,31.7
2.768,447.7,,2.768,650.4,,2.768,40.8,,2.768,33.3,,8.3,42.5,4.2,4.2,25.8,22.5
2.772,354.3,,2.772,658.8,,2.772,33.3,,2.772,24.2,,16.7,43.3,12.5,6.7,34.2,30
2.776,307.6,,2.776,508.6,,2.776,52.5,,2.776,26.7,,16.7,33.3,4.2,7.5,29.2,29.2
2.78,230.9,,2.78,391.8,,2.78,60.8,,2.78,24.2,,8.3,46.7,12.5,3.3,34.2,26.7
2.784,204.2,,2.784,433.5,,2.784,61.7,,2.784,24.2,,8.3,56.7,8.3,10.8,39.2,40.8
2.788,190.9,,2.788,466.9,,2.788,83.3,,2.788,27.5,,8.3,71.7,8.3,4.2,47.5,57.5
2.792,167.5,,2.792,550.3,,2.792,82.5,,2.792,27.5,,8.3,80,8.3,6.7,80,78.3
2.796,162.5,,2.796,475.2,,2.796,95,,2.796,25,,0,123.3,8.3,8.3,85,69.2
2.8,183.4,,2.8,600.4,,2.8,105,,2.8,28.3,,8.3,118.3,16.7,6.7,96.7,95
2.804,246.7,,2.804,992.7,,2.804,97.5,,2.804,18.3,,8.3,145.9,0,2.5,127.5,103.3
2.808,265.1,,2.808,984.3,,2.808,97.5,,2.808,30,,0,173.4,8.3,8.3,129.2,112.5
2.812,338.5,,2.812,1168.1,,2.812,103.3,,2.812,21.7,,0,177.5,4.2,5.8,120.8,120.8
2.816,411.8,,2.816,1318.4,,2.816,85,,2.816,25.8,,8.3,167.5,8.3,5.8,149.2,126.7
2.82,480.2,,2.82,1560.8,,2.82,74.2,,2.82,24.2,,0,189.2,0,5,136.7,130
2.824,552,,2.824,1335.1,,2.824,65.8,,2.824,36.7,,0,176.7,16.7,12.5,136.7,127.5
2.828,593.7,,2.828,1544.1,,2.828,48.3,,2.828,28.3,,8.3,174.2,0,9.2,145,103.3
2.832,581.2,,2.832,1577.5,,2.832,50.8,,2.832,27.5,,8.3,137.5,8.3,5.8,129.2,99.2
